route_id,vehicle_type,power,sequence,customer,from_customer,leg_distance_km,arrival_raw_min,service_start_min,departure_min,wait_min,late_min,delivered_weight_kg,delivered_volume_m3,remaining_weight_before_kg,remaining_volume_before_m3,leg_energy,arrival_raw,service_start,departure,in_green_zone
1,EV-3000,electric,1,9,0,40.4299129933596,598.8660900470447,606.0,626.0,7.133909952955264,0.0,2569.3093,6.65072,2648.91,7.1882,17.847197980884065,09:59,10:06,10:26,True
1,EV-3000,electric,2,88,9,31.0564221232861,678.63800359879,678.63800359879,698.63800359879,0.0,0.0,79.6007,0.5374800000000001,79.60069999999996,0.5374800000000004,10.662413974313713,11:19,11:19,11:39,False
2,EV-3000,electric,1,8,0,33.0274482720554,685.9787258848397,685.9787258848397,705.9787258848397,0.0,0.0,2356.0464739999998,7.205404,2896.133274,8.484584,14.982501066147368,11:26,11:26,11:46,True
2,EV-3000,electric,2,13,8,6.54877425827465,746.0732621599907,746.0732621599907,766.0732621599907,0.0,0.0,540.0867999999999,1.27918,540.0868,1.2791800000000002,2.4580778397921015,12:26,12:26,12:46,True
3,EV-3000,electric,1,76,0,37.624321582022,616.9056298000373,616.9056298000373,636.9056298000373,0.0,0.0,628.15085,2.03649,2984.1973239999998,9.241894,17.129899866535496,10:17,10:17,10:37,False
3,EV-3000,electric,2,8,76,23.569294721362,676.8535869548882,676.8535869548882,696.8535869548882,0.0,0.0,2356.0464739999998,7.205404,2356.0464739999998,7.205404,10.188367825340485,11:17,11:17,11:37,True
4,EV-3000,electric,1,76,0,37.624321582022,616.9056298000373,616.9056298000373,636.9056298000373,0.0,0.0,628.15085,2.03649,2984.1973239999998,9.241894,17.129899866535496,10:17,10:17,10:37,False
4,EV-3000,electric,2,8,76,23.569294721362,676.8535869548882,676.8535869548882,696.8535869548882,0.0,0.0,2356.0464739999998,7.205404,2356.0464739999998,7.205404,10.188367825340485,11:17,11:17,11:37,True
5,EV-3000,electric,1,37,0,60.8075791261873,605.1823375020124,605.1823375020124,625.1823375020124,0.0,0.0,564.949,1.8194000000000001,2920.995474,9.024804,27.553287761566537,10:05,10:05,10:25,False
5,EV-3000,electric,2,8,37,39.5610414655036,698.0731872960669,698.0731872960669,718.0731872960669,0.0,0.0,2356.0464739999998,7.205404,2356.0464739999998,7.205404,17.124750299672527,11:38,11:38,11:58,True
6,EV-3000,electric,1,85,0,34.5159395116473,635.069389002792,635.069389002792,655.069389002792,0.0,0.0,593.8303,1.42095,2949.876774,8.626354,15.69672670662045,10:35,10:35,10:55,False
6,EV-3000,electric,2,8,85,16.3877711626779,682.8452723293648,682.8452723293648,702.8452723293648,0.0,0.0,2356.0464739999998,7.205404,2356.0464739999998,7.205404,7.083989674563404,11:23,11:23,11:43,True
7,EV-3000,electric,1,86,0,27.7232142494803,600.1240919482717,606.0,626.0,5.875908051728288,0.0,532.895,2.84858,2976.8359,10.20754,12.595861299572586,10:00,10:06,10:26,False
7,EV-3000,electric,2,11,86,38.4879543066437,694.4568631019002,694.4568631019002,714.4568631019002,0.0,0.0,1325.5301,4.36316,2443.9409,7.35896,16.78424550938012,11:34,11:34,11:54,True
7,EV-3000,electric,3,6,11,11.6354202237926,781.0090862898043,781.0090862898043,801.0090862898043,0.0,2.0090862898042587,1118.4108,2.9957999999999996,1118.4108,2.9958,4.6278544644596336,13:01,13:01,13:21,True
8,EV-3000,electric,1,6,0,40.6381341683653,776.253882663461,776.253882663461,796.253882663461,0.0,0.0,2236.8216,5.991599999999999,2968.4221000000002,8.303989999999999,18.81729161792081,12:56,12:56,13:16,True
8,EV-3000,electric,2,5,6,4.67620974704021,801.3275279586222,1168.0,1188.0,366.6724720413778,0.0,731.6005,2.31239,731.6005,2.3123899999999997,1.7115107593950527,13:21,19:28,19:48,True
