route_id,vehicle_type,power,sequence,customer,from_customer,leg_distance_km,arrival_raw_min,service_start_min,departure_min,wait_min,late_min,delivered_weight_kg,delivered_volume_m3,remaining_weight_before_kg,remaining_volume_before_m3,leg_energy,arrival_raw,service_start,departure,in_green_zone
1,EV-3000,electric,1,62,0,48.8763574638369,1163.0304059282137,1163.0304059282137,1183.0304059282137,0.0,0.0,2201.0736,6.30926875,2932.6741,8.62165875,22.12141250276418,19:23,19:23,19:43,True
1,EV-3000,electric,2,5,62,9.42434444791732,1193.255734443133,1193.255734443133,1213.255734443133,0.0,0.0,731.6005,2.31239,731.6005,2.3123899999999997,3.4493463286296904,19:53,19:53,20:13,True
2,EV-3000,electric,1,33,0,57.715000446938,718.2551047771714,718.2551047771714,738.2551047771714,0.0,0.0,527.2666,1.37982,2728.3402,7.68908875,25.883970377894997,11:58,11:58,12:18,True
2,EV-3000,electric,2,62,33,26.3805888654053,801.2248708633019,1151.0,1171.0,349.77512913669807,0.0,2201.0736,6.30926875,2201.0736,6.309268749999999,11.316603922709813,13:21,19:11,19:31,True
3,EV-3000,electric,1,11,0,57.3831973821543,770.4073309111487,770.4073309111487,790.4073309111487,0.0,0.4073309111487333,662.76505,2.18158,2863.83865,8.49084875,26.203684006061323,12:50,12:50,13:10,True
3,EV-3000,electric,2,62,11,16.3323395011942,808.1277715996054,1151.0,1171.0,342.87222840039465,0.0,2201.0736,6.30926875,2201.0736,6.309268749999999,6.921915002999269,13:28,19:11,19:31,True
4,EV-3000,electric,1,13,0,41.4401874736656,789.8085216712466,789.8085216712466,809.8085216712466,0.0,3.808521671246581,540.0867999999999,1.27918,2976.1785,8.29192875,19.18534517948561,13:10,13:10,13:30,True
4,EV-3000,electric,2,3,13,23.6822757580846,835.5035767433094,873.0,893.0,37.496423256690605,0.0,235.0181,0.70348,2436.0917,7.01274875,10.255909985476348,13:56,14:33,14:53,True
4,EV-3000,electric,3,62,3,24.0628332211715,929.8494348381438,1151.0,1171.0,221.1505651618562,0.0,2201.0736,6.30926875,2201.0735999999997,6.30926875,10.239188414414052,15:30,19:11,19:31,True
5,EV-3000,electric,1,10,0,49.1386505873362,1193.314991595663,1193.314991595663,1213.314991595663,0.0,0.0,2819.98875,10.9181175,2819.98875,10.9181175,22.0222790390145,19:53,19:53,20:13,True
6,EV-3000,electric,1,6,0,40.6381341683653,776.253882663461,776.253882663461,796.253882663461,0.0,0.0,1118.4108,2.9957999999999996,2691.5775500000004,8.8775225,18.365859031961946,12:56,12:56,13:16,True
6,EV-3000,electric,2,97,6,18.3178205065625,816.1285522908345,822.0,842.0,5.871447709165523,0.0,17.48,0.04201,1573.1667500000003,5.8817225,7.3108824179538185,13:36,13:42,14:02,True
6,EV-3000,electric,3,95,97,28.4370958457529,872.853991876043,872.853991876043,892.853991876043,0.0,0.0,109.35,0.29746,1555.6867500000003,5.8397125,11.330061572345619,14:33,14:33,14:53,False
6,EV-3000,electric,4,80,95,65.3056059873783,999.5243533894879,1061.0,1081.0,61.47564661051206,0.0,506.3405000000001,1.9028800000000001,1446.3367500000004,5.5422525,25.865471040605307,16:40,17:41,18:01,False
6,EV-3000,electric,5,10,80,46.086386926482,1131.003313120957,1180.0,1200.0,48.996686879042954,0.0,939.99625,3.6393725,939.9962500000004,3.6393725,17.245647863302445,18:51,19:40,20:00,True
7,EV-3000,electric,1,6,0,40.6381341683653,776.253882663461,776.253882663461,796.253882663461,0.0,0.0,2236.8216,5.991599999999999,2999.07785,7.901824999999999,18.867279975997597,12:56,12:56,13:16,True
7,EV-3000,electric,2,92,6,34.8179655291996,834.0310604528277,887.0,907.0,52.96893954717234,0.0,762.2562499999999,1.910225,762.2562499999999,1.9102249999999996,12.785502319473173,13:54,14:47,15:07,False
8,EV-3000,electric,1,76,0,37.624321582022,616.9056298000373,616.9056298000373,636.9056298000373,0.0,0.0,628.15085,2.03649,2869.48615,8.0328,16.959853610108134,10:17,10:17,10:37,True
8,EV-3000,electric,2,6,76,14.4871487638179,661.4601192302372,706.0,726.0,44.53988076976282,0.0,1118.4108,2.9957999999999996,2241.3353,5.996309999999999,6.196662513943133,11:01,11:46,12:06,True
8,EV-3000,electric,3,90,6,41.1585917712591,815.0870796794854,830.0,850.0,14.912920320514559,0.0,100.6088,0.22653,1122.9245,3.00051,15.856271606512351,13:35,13:50,14:10,False
8,EV-3000,electric,4,89,90,28.9892564765511,881.4530811680482,971.0,991.0,89.54691883195176,0.0,46.248,0.2733,1022.3157000000001,2.77398,10.941742429773692,14:41,16:11,16:31,False
8,EV-3000,electric,5,19,89,6.94394067281831,1002.7693909708785,1155.0,1175.0,152.23060902912152,0.0,9.3722,0.07403,976.0677000000001,2.50068,2.6226099488618986,16:43,19:15,19:35,False
8,EV-3000,electric,6,98,19,24.6621156686858,1201.7581725157531,1201.7581725157531,1221.7581725157531,0.0,0.0,25.5,0.0646,966.6955,2.42665,9.254534323788192,20:02,20:02,20:22,False
8,EV-3000,electric,7,78,98,34.6090032635746,1259.308628136268,1259.308628136268,1279.308628136268,0.0,4.308628136267998,941.1955,2.36205,941.1955,2.36205,12.952413446600776,20:59,20:59,21:19,True
9,EV-3000,electric,1,85,0,34.5159395116473,592.4494822911182,592.4494822911182,612.4494822911182,0.0,0.0,593.8303,1.42095,2825.9417,8.00107,15.476958911166971,09:52,09:52,10:12,True
9,EV-3000,electric,2,76,85,1.87047388349803,615.6197770089115,615.6197770089115,635.6197770089115,0.0,0.0,628.15085,2.03649,2232.1114,6.580120000000001,0.7993848939035564,10:16,10:16,10:36,True
9,EV-3000,electric,3,11,76,13.0285912069358,657.7021349867688,689.0,709.0,31.297865013231217,0.0,662.76505,2.18158,1603.9605499999998,4.54363,5.244289875658205,10:58,11:29,11:49,True
9,EV-3000,electric,4,78,11,11.802988503648,780.223857327647,1194.0,1214.0,413.776142672353,0.0,941.1955,2.36205,941.1954999999998,2.3620500000000004,4.621636381786435,13:00,19:54,20:14,True
10,EV-3000,electric,1,16,0,44.6391262412931,577.8001369706616,577.8001369706616,597.8001369706616,0.0,0.0,85.19999999999999,0.1931,2907.3559333333333,7.160923333333334,20.36758369221916,09:38,09:38,09:58,True
10,EV-3000,electric,2,37,16,30.8254451490244,648.8100080061879,648.8100080061879,668.8100080061879,0.0,5.8100080061879,564.949,1.8194000000000001,2822.1559333333335,6.9678233333333335,13.888392977928348,10:49,10:49,11:09,False
10,EV-3000,electric,3,31,37,35.5117298012523,789.0158783272005,1009.0,1029.0,219.98412167279946,0.0,2257.2069333333334,5.148423333333334,2257.2069333333334,5.148423333333334,15.453012659130769,13:09,16:49,17:09,True
11,EV-1250,electric,1,31,0,52.6085502497646,1057.8754613921496,1057.8754613921496,1077.8754613921496,0.0,0.0,1128.6034666666667,2.574211666666667,1128.6034666666667,2.574211666666667,23.390032869429483,17:38,17:38,17:58,True
12,EV-1250,electric,1,31,0,52.6085502497646,1057.8754613921496,1057.8754613921496,1077.8754613921496,0.0,0.0,1128.6034666666667,2.574211666666667,1128.6034666666667,2.574211666666667,23.390032869429483,17:38,17:38,17:58,True
13,EV-1250,electric,1,31,0,52.6085502497646,1057.8754613921496,1057.8754613921496,1077.8754613921496,0.0,0.0,1128.6034666666667,2.574211666666667,1128.6034666666667,2.574211666666667,23.390032869429483,17:38,17:38,17:58,True
14,EV-1250,electric,1,31,0,52.6085502497646,1057.8754613921496,1057.8754613921496,1077.8754613921496,0.0,0.0,1128.6034666666667,2.574211666666667,1128.6034666666667,2.574211666666667,23.390032869429483,17:38,17:38,17:58,True
15,EV-1250,electric,1,12,0,34.6264187146066,911.8244384993333,911.8244384993333,931.8244384993333,0.0,0.0,863.4208000000001,2.249725,863.4208000000001,2.249725,14.515730913403623,15:12,15:12,15:32,True
16,EV-1250,electric,1,12,0,34.6264187146066,911.8244384993333,911.8244384993333,931.8244384993333,0.0,0.0,863.4208000000001,2.249725,863.4208000000001,2.249725,14.515730913403623,15:12,15:12,15:32,True
17,EV-1250,electric,1,53,0,20.7136225099359,1087.474093139171,1087.474093139171,1107.474093139171,0.0,0.0,1160.6409833333335,3.1264566666666664,1160.6409833333335,3.1264566666666664,9.2550696470456,18:07,18:07,18:27,True
18,EV-1250,electric,1,53,0,20.7136225099359,1087.474093139171,1087.474093139171,1107.474093139171,0.0,0.0,1160.6409833333335,3.1264566666666664,1160.6409833333335,3.1264566666666664,9.2550696470456,18:07,18:07,18:27,True
19,EV-1250,electric,1,53,0,20.7136225099359,1087.474093139171,1087.474093139171,1107.474093139171,0.0,0.0,1160.6409833333335,3.1264566666666664,1160.6409833333335,3.1264566666666664,9.2550696470456,18:07,18:07,18:27,True
20,EV-1250,electric,1,53,0,20.7136225099359,1087.474093139171,1087.474093139171,1107.474093139171,0.0,0.0,1160.6409833333335,3.1264566666666664,1160.6409833333335,3.1264566666666664,9.2550696470456,18:07,18:07,18:27,True
21,EV-1250,electric,1,53,0,20.7136225099359,1087.474093139171,1087.474093139171,1107.474093139171,0.0,0.0,1160.6409833333335,3.1264566666666664,1160.6409833333335,3.1264566666666664,9.2550696470456,18:07,18:07,18:27,True
22,EV-1250,electric,1,53,0,20.7136225099359,1087.474093139171,1087.474093139171,1107.474093139171,0.0,0.0,1160.6409833333335,3.1264566666666664,1160.6409833333335,3.1264566666666664,9.2550696470456,18:07,18:07,18:27,True
23,EV-1250,electric,1,25,0,33.741155400417,1047.0066785537979,1047.0066785537979,1067.0066785537979,0.0,0.0,842.7117,1.7794633333333334,842.7117,1.7794633333333334,14.083263403153321,17:27,17:27,17:47,True
24,Fuel-3000,fuel,1,8,0,33.0274482720554,802.5433435139842,960.0,980.0,157.45665648601585,253.0,2356.0464739999998,7.205404,2356.0464739999998,7.205404,11.647184756809907,13:23,16:00,16:20,True
25,Fuel-3000,fuel,1,8,0,33.0274482720554,802.5433435139842,960.0,980.0,157.45665648601585,253.0,2356.0464739999998,7.205404,2356.0464739999998,7.205404,11.647184756809907,13:23,16:00,16:20,True
26,Fuel-3000,fuel,1,8,0,33.0274482720554,802.5433435139842,960.0,980.0,157.45665648601585,253.0,2356.0464739999998,7.205404,2356.0464739999998,7.205404,11.647184756809907,13:23,16:00,16:20,True
27,Fuel-3000,fuel,1,8,0,33.0274482720554,802.5433435139842,960.0,980.0,157.45665648601585,253.0,2356.0464739999998,7.205404,2356.0464739999998,7.205404,11.647184756809907,13:23,16:00,16:20,True
28,Fuel-3000,fuel,1,8,0,33.0274482720554,802.5433435139842,960.0,980.0,157.45665648601585,253.0,2356.0464739999998,7.205404,2356.0464739999998,7.205404,11.647184756809907,13:23,16:00,16:20,True
29,Fuel-3000,fuel,1,9,0,40.4299129933596,807.9167229584372,960.0,980.0,152.08327704156284,268.0,2569.3093,6.65072,2569.3093,6.65072,14.549450360751353,13:28,16:00,16:20,True
30,Fuel-3000,fuel,1,48,0,35.7786722765385,1039.615195960078,1039.615195960078,1059.615195960078,0.0,0.0,2456.7793142857145,5.6180514285714285,2456.7793142857145,5.6180514285714285,12.13765732967137,17:20,17:20,17:40,True
31,Fuel-3000,fuel,1,48,0,35.7786722765385,1039.615195960078,1039.615195960078,1059.615195960078,0.0,0.0,2456.7793142857145,5.6180514285714285,2456.7793142857145,5.6180514285714285,12.13765732967137,17:20,17:20,17:40,True
32,Fuel-3000,fuel,1,48,0,35.7786722765385,1039.615195960078,1039.615195960078,1059.615195960078,0.0,0.0,2456.7793142857145,5.6180514285714285,2456.7793142857145,5.6180514285714285,12.13765732967137,17:20,17:20,17:40,True
33,Fuel-3000,fuel,1,48,0,35.7786722765385,1049.2173659419948,1049.2173659419948,1069.2173659419948,0.0,1.2173659419947853,1228.3896571428572,2.8090257142857142,2671.9517571428573,6.363415714285714,12.331527205996164,17:29,17:29,17:49,True
33,Fuel-3000,fuel,2,4,48,18.1991089265287,1088.9632345783732,1169.0,1189.0,80.0367654216268,0.0,1443.5621,3.5543899999999997,1443.5621,3.5543899999999997,5.484439028343676,18:09,19:29,19:49,True
34,Fuel-3000,fuel,1,30,0,16.5074864412621,784.6193342943169,784.6193342943169,804.6193342943169,0.0,2.6193342943169,334.852,0.73178,2822.5962666666665,6.85243,6.452468715416183,13:05,13:05,13:25,False
34,Fuel-3000,fuel,2,7,30,26.7349807842195,833.6265467184248,960.0,980.0,126.37345328157517,112.0,2487.7442666666666,6.12065,2487.7442666666666,6.12065,8.997437770014564,13:54,16:00,16:20,True
35,Fuel-3000,fuel,1,7,0,62.2027270678296,911.699537403101,960.0,980.0,48.300462596899024,112.0,2487.7442666666666,6.12065,2487.7442666666666,6.12065,20.98622474433795,15:12,16:00,16:20,True
36,Fuel-3000,fuel,1,7,0,62.2027270678296,911.699537403101,960.0,980.0,48.300462596899024,112.0,2487.7442666666666,6.12065,2487.7442666666666,6.12065,20.98622474433795,15:12,16:00,16:20,True
37,Fuel-3000,fuel,1,74,0,65.8358784535625,917.8574211077331,960.0,980.0,42.1425788922669,110.0,2822.22915,8.204039999999999,2822.22915,8.204039999999999,22.981207124735718,15:18,16:00,16:20,True
38,Fuel-3000,fuel,1,74,0,65.8358784535625,964.721827887394,964.721827887394,984.721827887394,0.0,114.72182788739406,940.74305,2.73468,2985.4555833333334,9.430413333333334,23.565004782073096,16:05,16:05,16:25,True
38,Fuel-3000,fuel,2,71,74,9.77691747791643,1001.2928744601338,1159.0,1179.0,157.70712553986618,0.0,2044.7125333333333,6.695733333333333,2044.7125333333333,6.695733333333334,3.2153280678822673,16:41,19:19,19:39,False
39,Fuel-3000,fuel,1,59,0,82.0772764262805,698.1261822017174,698.1261822017174,718.1261822017174,0.0,0.0,1104.66835,2.9056337500000002,2929.655566666667,8.437515416666667,29.34340360870171,11:38,11:38,11:58,False
39,Fuel-3000,fuel,2,84,59,5.39716324704598,751.1700388162845,974.0,994.0,222.82996118371545,0.0,802.6309500000001,2.184015,1824.9872166666669,5.531881666666667,1.9787265310865478,12:31,16:14,16:34,False
39,Fuel-3000,fuel,3,71,84,12.6769211374458,1015.48630701262,1159.0,1179.0,143.51369298737995,0.0,1022.3562666666667,3.3478666666666665,1022.3562666666668,3.347866666666667,3.72249362987801,16:55,19:19,19:39,False
40,Fuel-3000,fuel,1,59,0,82.0772764262805,698.1261822017174,698.1261822017174,718.1261822017174,0.0,0.0,2209.3367,5.8112675000000005,2971.5929499999997,7.7214925,29.461392698329536,11:38,11:38,11:58,False
40,Fuel-3000,fuel,2,92,59,62.6766754698664,837.0386458186042,887.0,907.0,49.96135418139579,0.0,762.2562499999999,1.910225,762.2562499999999,1.9102249999999996,17.918553710320058,13:57,14:47,15:07,False
41,Fuel-3000,fuel,1,38,0,68.5954097800849,645.966796237432,645.966796237432,665.966796237432,0.0,0.0,630.8663,2.033635,2840.203,7.8449025,24.11305553756568,10:46,10:46,11:06,False
41,Fuel-3000,fuel,2,59,38,22.8713045577933,743.2145775788462,743.2145775788462,763.2145775788462,0.0,0.0,2209.3367,5.8112675000000005,2209.3367,5.8112675,8.061590140528601,12:23,12:23,12:43,False
42,Fuel-3000,fuel,1,59,0,82.0772764262805,698.1261822017174,698.1261822017174,718.1261822017174,0.0,0.0,2209.3367,5.8112675000000005,2209.3367,5.8112675000000005,27.316816335856814,11:38,11:38,11:58,False
43,Fuel-3000,fuel,1,59,0,82.0772764262805,698.1261822017174,698.1261822017174,718.1261822017174,0.0,0.0,1104.66835,2.9056337500000002,2928.4122,7.634611250000001,29.33990544812484,11:38,11:38,11:58,False
