route_id,vehicle_type,power,path,departure,return,customers,load_weight_kg,load_volume_m3,capacity_weight_kg,capacity_volume_m3,distance_km,cost,emissions_kg,late_minutes
1,EV-3000,electric,0-3-95-10-5-0,13:15,21:10,4,2955.9611,10.592075,3000.0,15.0,167.55135920060897,599.7559788345749,35.18320490167378,0.0
2,EV-3000,electric,0-6-10-0,10:45,20:53,2,2998.4033,10.274545,3000.0,15.0,94.40874397960738,599.6401844633392,18.708016014295232,0.0
3,EV-3000,electric,0-6-92-0,10:45,15:37,2,2999.07785,7.901824999999999,3000.0,15.0,92.9398358951123,491.5274465251809,18.828091371677495,0.0
4,EV-3000,electric,0-11-6-0,10:00,14:09,2,2443.9409,7.35896,3000.0,15.0,109.6567517743122,490.0996771650148,21.718351426536604,5.866492881678369
5,EV-3000,electric,0-8-97-12-0,10:30,16:14,3,2922.344837,8.144162,3000.0,15.0,113.37077253269031,508.99764201687765,22.809640270787597,0.0
6,EV-3000,electric,0-8-0,10:30,13:23,1,2356.0464739999998,7.205404,3000.0,15.0,66.0548965441108,450.33322546720683,12.828807752687725,0.0
7,EV-3000,electric,0-8-0,10:30,13:23,1,2356.0464739999998,7.205404,3000.0,15.0,66.0548965441108,450.33322546720683,12.828807752687725,0.0
8,EV-3000,electric,0-8-0,10:30,13:23,1,2356.0464739999998,7.205404,3000.0,15.0,66.0548965441108,450.33322546720683,12.828807752687725,0.0
9,EV-3000,electric,0-8-0,10:30,13:23,1,2356.0464739999998,7.205404,3000.0,15.0,66.0548965441108,450.33322546720683,12.828807752687725,0.0
10,EV-3000,electric,0-9-8-0,09:30,13:08,2,2890.8961036666665,8.036515333333334,3000.0,15.0,78.77293807949587,462.3226708951319,15.884647886684345,0.0
11,EV-1250,electric,0-33-13-0,09:30,14:05,2,1067.3534,2.659,1250.0,8.5,125.1348784554937,497.70164228245017,24.901952424647078,0.0
12,EV-1250,electric,0-7-0,13:00,15:55,1,1243.8721333333333,3.060325,1250.0,8.5,124.4054541356592,496.94077407231134,24.70802422111158,0.0
13,EV-1250,electric,0-7-0,13:00,15:55,1,1243.8721333333333,3.060325,1250.0,8.5,124.4054541356592,496.94077407231134,24.70802422111158,0.0
14,EV-1250,electric,0-7-0,13:00,15:55,1,1243.8721333333333,3.060325,1250.0,8.5,124.4054541356592,496.94077407231134,24.70802422111158,0.0
15,EV-1250,electric,0-7-0,13:00,15:55,1,1243.8721333333333,3.060325,1250.0,8.5,124.4054541356592,496.94077407231134,24.70802422111158,0.0
16,EV-1250,electric,0-7-0,13:00,15:55,1,1243.8721333333333,3.060325,1250.0,8.5,124.4054541356592,496.94077407231134,24.70802422111158,0.0
17,EV-1250,electric,0-7-0,13:00,15:55,1,1243.8721333333333,3.060325,1250.0,8.5,124.4054541356592,496.94077407231134,24.70802422111158,0.0
18,EV-1250,electric,0-89-98-19-71-0,15:00,22:33,4,1103.4764666666667,3.7597966666666665,1250.0,8.5,241.68136294463721,623.9677224715314,49.38414923434062,9.309904035699446
19,EV-1250,electric,0-90-71-0,13:45,21:00,2,1122.9650666666666,3.5743966666666664,1250.0,8.5,161.48865182441028,594.5928955029052,31.835488956960887,0.0
20,EV-1250,electric,0-71-0,18:00,21:02,1,1022.3562666666667,3.3478666666666665,1250.0,8.5,149.4022850791938,513.2070542038002,28.853933383920797,0.0
21,EV-1250,electric,0-62-0,18:30,20:36,1,1100.5368,3.154634375,1250.0,8.5,97.7527149276738,474.77967828325615,19.059659054211753,0.0
22,EV-1250,electric,0-62-0,18:30,20:36,1,1100.5368,3.154634375,1250.0,8.5,97.7527149276738,474.77967828325615,19.059659054211753,0.0
23,EV-1250,electric,0-62-0,18:30,20:36,1,1100.5368,3.154634375,1250.0,8.5,97.7527149276738,474.77967828325615,19.059659054211753,0.0
24,EV-1250,electric,0-62-0,18:30,20:36,1,1100.5368,3.154634375,1250.0,8.5,97.7527149276738,474.77967828325615,19.059659054211753,0.0
25,Fuel-3000,fuel,0-62-4-0,18:30,20:55,2,2922.85465,8.08646375,3000.0,13.5,97.088468296654,674.90995827646,75.56978956782312,0.0
26,Fuel-3000,fuel,0-62-0,18:30,20:36,1,2201.0736,6.30926875,3000.0,13.5,97.7527149276738,662.4805648603367,72.15308305489447,0.0
27,Fuel-3000,fuel,0-59-92-0,09:30,15:37,2,2971.5929499999997,7.7214925,3000.0,13.5,162.23768809369432,897.5177439211786,132.1843284065422,0.0
28,Fuel-3000,fuel,0-59-0,09:30,14:18,1,2209.3367,5.8112675000000005,3000.0,13.5,164.154552852561,849.2410241440708,123.4915238161737,0.0
29,Fuel-3000,fuel,0-38-59-0,09:15,14:26,2,2840.203,7.8449025,3000.0,13.5,173.5439907641587,891.3749632733153,135.07369033215883,0.0
30,Fuel-3000,fuel,0-38-59-0,09:15,14:26,2,2840.203,7.8449025,3000.0,13.5,173.5439907641587,891.3749632733153,135.07369033215883,0.0
31,Fuel-3000,fuel,0-88-84-50-0,10:45,21:45,3,2820.9069000000004,7.991407857142858,3000.0,13.5,176.1706690767907,1007.8852314648889,138.02875398349084,0.0
