route_id,vehicle_type,power,path,departure,return,customers,load_weight_kg,load_volume_m3,capacity_weight_kg,capacity_volume_m3,distance_km,cost,emissions_kg,late_minutes
1,EV-3000,electric,0-76-66-16-88-38-0,08:00,16:05,5,2991.1066666666666,9.730395,3000.0,15.0,218.35482254117701,754.6456773534151,41.054730064720815,232.2832435984252
2,EV-3000,electric,0-66-37-86-0,08:00,13:30,3,2976.1199333333334,10.45438,3000.0,15.0,127.20133071457468,563.2128746940169,25.463943719635434,75.96754311185896
3,EV-3000,electric,0-79-85-0,08:45,13:15,2,2908.9603,8.787469999999999,3000.0,15.0,116.11535894605049,494.130087645672,23.991643431171195,0.0
4,EV-3000,electric,0-42-35-3-0,09:00,16:47,3,2990.8190000000004,7.108955833333334,3000.0,15.0,189.5851006321082,589.6115597238988,37.014403415592945,23.725458956208854
5,EV-3000,electric,0-42-9-0,09:00,14:13,2,2982.8810333333336,7.2591383333333335,3000.0,15.0,158.8582254550295,605.341282405572,31.631756148696564,96.81026686570885
6,EV-3000,electric,0-42-9-0,09:00,14:13,2,2982.8810333333336,7.2591383333333335,3000.0,15.0,158.8582254550295,605.341282405572,31.631756148696564,96.81026686570885
7,EV-3000,electric,0-9-38-42-90-89-19-98-0,09:30,22:18,7,2732.2540333333336,7.4101175,3000.0,15.0,336.9720890790145,801.6498365462055,61.59250058174088,128.83011839605172
8,EV-3000,electric,0-60-32-0,10:15,16:56,2,2918.9915,7.629637499999999,3000.0,15.0,207.5283684455825,545.9707502943653,37.204663036388474,0.0
9,EV-3000,electric,0-60-0,10:00,11:22,1,2476.6573,6.5043975,3000.0,15.0,36.748182959378,428.030995726656,7.1444707140409776,0.0
10,EV-3000,electric,0-60-0,10:00,11:22,1,2476.6573,6.5043975,3000.0,15.0,36.748182959378,428.030995726656,7.1444707140409776,0.0
11,EV-1250,electric,0-60-0,10:00,11:22,1,1238.32865,3.25219875,1250.0,8.5,36.748182959378,428.7386908166124,7.324846284497644,0.0
12,EV-1250,electric,0-60-0,10:00,11:22,1,1238.32865,3.25219875,1250.0,8.5,36.748182959378,428.7386908166124,7.324846284497644,0.0
13,EV-1250,electric,0-8-0,10:30,13:23,1,1178.0232369999999,3.602702,1250.0,8.5,66.0548965441108,451.54335891665113,13.137243566882308,0.0
14,EV-1250,electric,0-8-0,10:30,13:23,1,1178.0232369999999,3.602702,1250.0,8.5,66.0548965441108,451.54335891665113,13.137243566882308,0.0
15,EV-1250,electric,0-8-0,10:30,13:23,1,1178.0232369999999,3.602702,1250.0,8.5,66.0548965441108,451.54335891665113,13.137243566882308,0.0
16,EV-1250,electric,0-8-0,10:30,13:23,1,1178.0232369999999,3.602702,1250.0,8.5,66.0548965441108,451.54335891665113,13.137243566882308,0.0
17,EV-1250,electric,0-8-0,10:30,13:23,1,1178.0232369999999,3.602702,1250.0,8.5,66.0548965441108,451.54335891665113,13.137243566882308,0.0
18,EV-1250,electric,0-8-0,10:30,13:23,1,1178.0232369999999,3.602702,1250.0,8.5,66.0548965441108,451.54335891665113,13.137243566882308,0.0
19,EV-1250,electric,0-8-0,10:30,13:23,1,1178.0232369999999,3.602702,1250.0,8.5,66.0548965441108,451.54335891665113,13.137243566882308,0.0
20,EV-1250,electric,0-8-0,10:30,13:23,1,1178.0232369999999,3.602702,1250.0,8.5,66.0548965441108,451.54335891665113,13.137243566882308,0.0
21,EV-1250,electric,0-8-0,10:30,13:23,1,1178.0232369999999,3.602702,1250.0,8.5,66.0548965441108,451.54335891665113,13.137243566882308,0.0
22,EV-1250,electric,0-8-0,10:30,13:23,1,1178.0232369999999,3.602702,1250.0,8.5,66.0548965441108,451.54335891665113,13.137243566882308,0.0
