route_id,vehicle_type,power,path,departure,return,customers,load_weight_kg,load_volume_m3,capacity_weight_kg,capacity_volume_m3,distance_km,cost,emissions_kg,late_minutes
1,EV-3000,electric,0-90-84-71-0,13:45,21:00,3,2947.9522833333335,9.106278333333334,3000.0,15.0,167.4897490792698,590.9537849336295,33.47129455228889,0.0
2,EV-3000,electric,0-84-71-62-0,14:30,21:01,3,2925.5240166666667,8.686516041666668,3000.0,15.0,174.24162675804035,575.2085361813704,36.25129618700181,0.0
3,EV-3000,electric,0-62-5-0,18:30,21:00,2,2932.6741,8.62165875,3000.0,15.0,101.32221098437421,478.78032483308033,20.079333930950696,0.0
4,EV-3000,electric,0-33-62-0,10:00,20:24,2,2728.3402,7.68908875,3000.0,15.0,132.97194677618018,622.1131159517407,26.895034480194084,0.0
5,EV-3000,electric,0-11-62-0,10:15,20:24,2,2863.83865,8.49084875,3000.0,15.0,122.5918943471854,612.1416162837729,24.85347185913043,0.4073309111487333
6,EV-3000,electric,0-59-89-81-62-0,09:30,20:24,4,2923.2593,8.157583125,3000.0,15.0,233.11712090554903,659.1609607207783,47.30528209652993,0.0
7,EV-3000,electric,0-59-92-0,09:30,15:37,2,2971.5929499999997,7.7214925,3000.0,15.0,162.23768809369432,547.4737183396086,33.343060432859794,0.0
8,EV-3000,electric,0-59-13-0,09:15,14:41,2,2749.4235,7.090447500000001,3000.0,15.0,170.93684879143592,560.7774526163939,33.99930147830331,30.386312721327045
9,EV-3000,electric,0-59-24-0,09:30,18:02,2,2840.42035,7.2892625,3000.0,15.0,167.8725436460331,598.5018428613458,33.60424392665133,0.0
10,EV-3000,electric,0-59-80-50-0,09:30,21:45,3,2747.05315,7.894411607142858,3000.0,15.0,223.062428583065,687.8734205273375,44.190710125170654,0.0
11,EV-1250,electric,0-19-50-0,17:30,21:58,2,1145.4165,3.1599278571428573,1250.0,8.5,210.3739962580966,569.1603278990544,43.11516509929352,0.0
12,EV-1250,electric,0-50-0,19:00,21:53,1,1136.0443,3.0858978571428572,1250.0,8.5,140.9824863605382,508.3144970722692,27.60693054877872,0.0
13,EV-1250,electric,0-50-0,19:00,21:53,1,1136.0443,3.0858978571428572,1250.0,8.5,140.9824863605382,508.3144970722692,27.60693054877872,0.0
14,EV-1250,electric,0-50-0,19:00,21:53,1,1136.0443,3.0858978571428572,1250.0,8.5,140.9824863605382,508.3144970722692,27.60693054877872,0.0
15,EV-1250,electric,0-50-0,19:00,21:53,1,1136.0443,3.0858978571428572,1250.0,8.5,140.9824863605382,508.3144970722692,27.60693054877872,0.0
16,EV-1250,electric,0-50-0,19:00,21:53,1,1136.0443,3.0858978571428572,1250.0,8.5,140.9824863605382,508.3144970722692,27.60693054877872,0.0
17,EV-1250,electric,0-97-3-10-0,13:30,20:53,3,1192.49435,4.3848625,1250.0,8.5,129.75054670083162,581.1941254525307,26.410614904315477,0.0
18,EV-1250,electric,0-87-95-10-0,09:15,20:53,3,1229.63725,4.4015625,1250.0,8.5,187.9913699113251,666.2969896539284,39.50328345336173,0.0
19,EV-1250,electric,0-10-0,19:00,21:07,1,939.99625,3.6393725,1250.0,8.5,98.2773011746724,473.7168268698596,18.788762120316257,0.0
20,EV-1250,electric,0-10-0,19:00,21:07,1,939.99625,3.6393725,1250.0,8.5,98.2773011746724,473.7168268698596,18.788762120316257,0.0
21,EV-1250,electric,0-6-0,10:30,13:37,1,1118.4108,2.9957999999999996,1250.0,8.5,81.2762683367306,462.88738682906734,16.02858128423816,0.0
